max_reinforce,min_diff_A,max_freq_M0,max_freq_F1,final_adapt_diff_unlinked,this.order,n.gen,r12,r23,s,n.unlinked,prop.replaced0,prop.replaced1,discrim
0.0199000000000001,0.288778328304274,1,0.0108000163467113,-0.418724953367621,AMF,Inf,0.001,0.001,0.01,1,0.01,0.01,1
0.0199000000000001,0.29649058123469,1,0.0111459502106387,-0.426227263831098,AMF,Inf,0.001,0.001,0.01,4,0.01,0.01,1
0.0199000000000001,0.307895346346658,0.999999999999993,0.0100019507794798,-0.418724953367621,AMF,Inf,0.001,0.001,0.01,1,0.01,0.01,1
0.0199000000000001,0.316473050492594,0.999999999999998,0.010004805773646,-0.426227263831097,AMF,Inf,0.001,0.001,0.01,4,0.01,0.01,1
0.0429698860180844,0.124040308642436,1,0.0325373035674434,-0.418724953366733,AMF,Inf,0.001,0.5,0.01,1,0.01,0.01,1
0.0450705410518946,0.130416260840374,1,0.0334068325645065,-0.426227263830104,AMF,Inf,0.001,0.5,0.01,4,0.01,0.01,1
0.0199000000000001,0.319955783117257,0.999999995568885,0.0100019507794798,-0.418724953366669,AMF,Inf,0.001,0.5,0.01,1,0.01,0.01,1
0.0199000000000001,0.328423518090484,0.999999995496299,0.010004805773646,-0.42622726383003,AMF,Inf,0.001,0.5,0.01,4,0.01,0.01,1
0.0199000000000001,0.422877367006494,0.999999997748014,0.0109689143573564,-0.418724953327591,AMF,Inf,0.5,0.001,0.01,1,0.01,0.01,1
0.0199000000000001,0.430400007266321,0.999999999113983,0.0109701942346541,-0.426227263814137,AMF,Inf,0.5,0.001,0.01,4,0.01,0.01,1
0.0199000000000001,0.422877367645882,0.999999982597014,0.0100019507794798,-0.418724953328499,AMF,Inf,0.5,0.001,0.01,1,0.01,0.01,1
0.0199000000000001,0.430400007573695,0.999999991611872,0.010004805773646,-0.42622726381452,AMF,Inf,0.5,0.001,0.01,4,0.01,0.01,1
0.0403924257526713,0.422877329952893,1,0.0316361178721058,-0.418724953326701,AMF,Inf,0.5,0.5,0.01,1,0.01,0.01,1
0.0423597280050907,0.430399990925509,1,0.0324252646272389,-0.4262272638136,AMF,Inf,0.5,0.5,0.01,4,0.01,0.01,1
0.0198999999999999,0.422877367783172,0.99999911370212,0.0100019507794798,-0.418724953347275,AMF,Inf,0.5,0.5,0.01,1,0.01,0.01,1
0.0198999999999999,0.430400007619852,0.99999939186193,0.010004805773646,-0.42622726381999,AMF,Inf,0.5,0.5,0.01,4,0.01,0.01,1
0.0199000000000001,0.0161111427545464,1,0.0110442968449956,-0.0501815972179448,AMF,Inf,0.001,0.001,0.01,1,0.1,0.1,1
0.0199000000000001,0.0159647618456036,1,0.0111966689667283,-0.050318227768428,AMF,Inf,0.001,0.001,0.01,4,0.1,0.1,1
0.0199000000000001,0.0173898671827435,1,0.0100195421049019,-0.0501815972179499,AMF,Inf,0.001,0.001,0.01,1,0.1,0.1,1
0.0199000000000001,0.0172651129702405,1,0.0100482664985395,-0.0503182277684331,AMF,Inf,0.001,0.001,0.01,4,0.1,0.1,1
0.0199000000000001,0.00678727575569416,1,0.029118466504085,-0.0501815972179503,AMF,Inf,0.001,0.5,0.01,1,0.1,0.1,1
0.0199000000000001,0.00668316612952169,1,0.029565486364248,-0.0503182277684323,AMF,Inf,0.001,0.5,0.01,4,0.1,0.1,1
0.0199000000000001,0.0203598521295213,1,0.0100195421049019,-0.0501815972179468,AMF,Inf,0.001,0.5,0.01,1,0.1,0.1,1
0.0199000000000001,0.0202364217085232,1,0.0100482664985395,-0.0503182277684301,AMF,Inf,0.001,0.5,0.01,4,0.1,0.1,1
0.0199000000000001,0.0551855936976783,1,0.0110728522549528,-0.0501815969956249,AMF,Inf,0.5,0.001,0.01,1,0.1,0.1,1
0.0199000000000001,0.0553287873645441,1,0.0111941676183124,-0.050318227684769803,AMF,Inf,0.5,0.001,0.01,4,0.1,0.1,1
0.0199000000000001,0.0551882354290293,1,0.0100195421049019,-0.0501815969955453,AMF,Inf,0.5,0.001,0.01,1,0.1,0.1,1
0.0199000000000001,0.0553315910267486,1,0.0100482664985395,-0.050318227684741,AMF,Inf,0.5,0.001,0.01,4,0.1,0.1,1
0.0199,0.0551773755787748,1,0.0290100148232603,-0.0501815969955327,AMF,Inf,0.5,0.5,0.01,1,0.1,0.1,1
0.0199,0.0553195211768598,1,0.0294047064071156,-0.0503182276847582,AMF,Inf,0.5,0.5,0.01,4,0.1,0.1,1
0.0199,0.0551883229526197,1,0.0100195421049019,-0.0501815969956111,AMF,Inf,0.5,0.5,0.01,1,0.1,0.1,1
0.0199,0.0553316825566578,1,0.0100482664985395,-0.0503182276847226,AMF,Inf,0.5,0.5,0.01,4,0.1,0.1,1
0.0665441343315589,0.934297922719682,1,0.0757662758461076,-0.926665011647161,AMF,Inf,0.001,0.001,0.1,1,0.01,0.01,1
0.150122257048111,0.961876908757054,1,0.180744110672332,-0.956079359358306,AMF,Inf,0.001,0.001,0.1,4,0.01,0.01,1
0.062499160896915,0.934297922719682,1,0.0732087746342744,-0.926665011647161,AMF,Inf,0.001,0.001,0.1,1,0.01,0.01,1
0.143619000169029,0.961876908757054,1,0.17671762381001,-0.956079359358306,AMF,Inf,0.001,0.001,0.1,4,0.01,0.01,1
0.0823148534270516,0.933608670961349,1,0.0495015235303691,-0.926665011647161,AMF,Inf,0.001,0.5,0.1,1,0.01,0.01,1
0.140652031711711,0.961876908757054,1,0.0971316454261786,-0.956079359358306,AMF,Inf,0.001,0.5,0.1,4,0.01,0.01,1
0.0286755831124438,0.934297921923907,0.999999988313069,0.0193762329910547,-0.926665011647168,AMF,Inf,0.001,0.5,0.1,1,0.01,0.01,1
0.0777166097245791,0.961876908757054,1,0.0591876511164096,-0.956079359358306,AMF,Inf,0.001,0.5,0.1,4,0.01,0.01,1
0.0199000000000001,0.934297922719683,0.999999277423181,0.0122157359798167,-0.926665011647162,AMF,Inf,0.5,0.001,0.1,1,0.01,0.01,1
0.0241013396001735,0.961876908757054,1,0.0229014111604308,-0.956079359358306,AMF,Inf,0.5,0.001,0.1,4,0.01,0.01,1
0.0199000000000001,0.934297922719683,0.99999892012653,0.0104987145215748,-0.926665011647161,AMF,Inf,0.5,0.001,0.1,1,0.01,0.01,1
0.0199398513797409,0.961876908757054,0.999999999999845,0.0185734975922446,-0.956079359358306,AMF,Inf,0.5,0.001,0.1,4,0.01,0.01,1
0.0536699241471169,0.934297922719682,1,0.038520119222141,-0.926665011647161,AMF,Inf,0.5,0.5,0.1,1,0.01,0.01,1
0.0774205469433989,0.961876908757054,1,0.0557310542045098,-0.956079359358305,AMF,Inf,0.5,0.5,0.1,4,0.01,0.01,1
0.0198999999999999,0.934297922719682,0.99999839233264,0.0100186566422126,-0.926665011647161,AMF,Inf,0.5,0.5,0.1,1,0.01,0.01,1
0.0198999999999999,0.961876908757054,0.999999999961354,0.0158475961251022,-0.956079359358305,AMF,Inf,0.5,0.5,0.1,4,0.01,0.01,1
0.0313143974979138,0.488441660785789,1,0.0500946111369634,-0.460383131875037,AMF,Inf,0.001,0.001,0.1,1,0.1,0.1,1
0.094972202365453,0.553821951023649,1,0.129162896462967,-0.555856052159969,AMF,Inf,0.001,0.001,0.1,4,0.1,0.1,1
0.0282775426359522,0.494323969325612,1,0.0474560539344732,-0.460383131875037,AMF,Inf,0.001,0.001,0.1,1,0.1,0.1,1
0.0875289289074659,0.570892178021696,1,0.123786665458366,-0.555856052159968,AMF,Inf,0.001,0.001,0.1,4,0.1,0.1,1
0.0388711328602434,0.432823412460461,0.999999999999998,0.0450167638680072,-0.460383131875037,AMF,Inf,0.001,0.5,0.1,1,0.1,0.1,1
0.10250907769636,0.470318310391654,1,0.108003194806498,-0.555856052159969,AMF,Inf,0.001,0.5,0.1,4,0.1,0.1,1
0.0199000000000001,0.496043392602964,0.999999047275051,0.0179843058549379,-0.460383131842071,AMF,Inf,0.001,0.5,0.1,1,0.1,0.1,1
0.0538177943655872,0.573011552305719,1,0.0651885182497017,-0.555856052159969,AMF,Inf,0.001,0.5,0.1,4,0.1,0.1,1
0.0199000000000001,0.502454474264558,0.999998987861328,0.0123098231425997,-0.460383131875037,AMF,Inf,0.5,0.001,0.1,1,0.1,0.1,1
0.0199000000000001,0.598273656297924,0.999999993982043,0.0201050144374482,-0.555856052159969,AMF,Inf,0.5,0.001,0.1,4,0.1,0.1,1
0.0199000000000001,0.50245447969217,0.999998835908176,0.0106846204275841,-0.460383131875037,AMF,Inf,0.5,0.001,0.1,1,0.1,0.1,1
0.0199000000000001,0.598273656297924,0.999999694883116,0.0152348261069386,-0.555856052159969,AMF,Inf,0.5,0.001,0.1,4,0.1,0.1,1
0.0199,0.502453631459366,0.999999999999983,0.0329282825821355,-0.460383131875037,AMF,Inf,0.5,0.5,0.1,1,0.1,0.1,1
0.0475810538654494,0.598273656297924,1,0.058246527660438,-0.555856052159968,AMF,Inf,0.5,0.5,0.1,4,0.1,0.1,1
0.0199,0.502454479803169,0.999998405679775,0.010189752553068,-0.460383131875037,AMF,Inf,0.5,0.5,0.1,1,0.1,0.1,1
0.0199,0.598273656297924,0.999998881227984,0.0119964184590517,-0.555856052159969,AMF,Inf,0.5,0.5,0.1,4,0.1,0.1,1
0.994034441657565,0.999993849581437,1,0.993892590998624,-0.99989282212482,AMF,Inf,0.001,0.001,0.9,1,0.01,0.01,1
0.999994916790759,0.999999999004545,9.37927838036366e-9,0.997758962801748,-0.999999949239573,AMF,Inf,0.001,0.001,0.9,4,0.01,0.01,1
0.993891674159408,0.999993849581437,1,0.993885107051542,-0.99989282212482,AMF,Inf,0.001,0.001,0.9,1,0.01,0.01,1
0.999994916504187,0.999999999004543,9.75142988588519e-9,0.997758982732376,-0.999999949239573,AMF,Inf,0.001,0.001,0.9,4,0.01,0.01,1
0.991318945856984,0.999993849581437,1,0.953681598822367,-0.99989282212482,AMF,Inf,0.001,0.5,0.9,1,0.01,0.01,1
0.999994785853984,0.999999999005495,1.37395310645375e-7,0.997758597753567,-0.999999949244512,AMF,Inf,0.001,0.5,0.9,4,0.01,0.01,1
0.990472919374013,0.999993849581437,1,0.95206855389361,-0.99989282212482,AMF,Inf,0.001,0.5,0.9,1,0.01,0.01,1
0.999994784413976,0.999999999004431,1.38794286136949e-7,0.997758591751382,-0.999999949244512,AMF,Inf,0.001,0.5,0.9,4,0.01,0.01,1
0.883260016118314,0.999993849581437,1,0.865352786927655,-0.99989282212482,AMF,Inf,0.5,0.001,0.9,1,0.01,0.01,1
0.999990405491341,0.999999999004223,4.47518145808776e-6,0.99775933055987,-0.999999949245233,AMF,Inf,0.5,0.001,0.9,4,0.01,0.01,1
0.877481310121775,0.999993849581437,1,0.862218069562549,-0.99989282212482,AMF,Inf,0.5,0.001,0.9,1,0.01,0.01,1
0.99999022593074,0.999999999004176,4.65292278373485e-6,0.997759325027295,-0.999999949245219,AMF,Inf,0.5,0.001,0.9,4,0.01,0.01,1
0.890425047624821,0.999993849581437,1,0.871020429030593,-0.99989282212482,AMF,Inf,0.5,0.5,0.9,1,0.01,0.01,1
0.999945934245261,0.999999999005294,6.62536225254029e-5,0.997790640893134,-0.99999994924055,AMF,Inf,0.5,0.5,0.9,4,0.01,0.01,1
0.86939562473629,0.999993849581437,1,0.860130562920501,-0.99989282212482,AMF,Inf,0.5,0.5,0.9,1,0.01,0.01,1
0.999945269539287,0.999999999004176,6.69216388181053e-5,0.99779063354584,-0.999999949240499,AMF,Inf,0.5,0.5,0.9,4,0.01,0.01,1
0.998780733944713,0.999932020311787,1,0.996875350317179,-0.998818833167158,AMF,Inf,0.001,0.001,0.9,1,0.1,0.1,1
0.9999988663582,0.999999989053251,1.13670446006295e-8,0.999292428454577,-0.999999441386016,AMF,Inf,0.001,0.001,0.9,4,0.1,0.1,1
0.998722292699774,0.999932020311787,1,0.996837722184924,-0.998818833167158,AMF,Inf,0.001,0.001,0.9,1,0.1,0.1,1
0.999998865007159,0.999999989053251,1.25767547523496e-8,0.999292423565452,-0.999999441386016,AMF,Inf,0.001,0.001,0.9,4,0.1,0.1,1
0.998219076099655,0.999932020311787,1,0.985337632128553,-0.998818833167159,AMF,Inf,0.001,0.5,0.9,1,0.1,0.1,1
0.999998351896249,0.999999989058438,4.53485494239876e-7,0.999276141790597,-0.999999441440197,AMF,Inf,0.001,0.5,0.9,4,0.1,0.1,1
0.998119068763984,0.999932020311787,1,0.985214178059292,-0.998818833167159,AMF,Inf,0.001,0.5,0.9,1,0.1,0.1,1
0.999998349403613,0.999999989051962,4.55735657164762e-7,0.999276146999552,-0.999999441440196,AMF,Inf,0.001,0.5,0.9,4,0.1,0.1,1
0.962389087378696,0.999932020311787,1,0.971358146348183,-0.998818833167158,AMF,Inf,0.5,0.001,0.9,1,0.1,0.1,1
0.999992870112277,0.999999989049035,5.39691673091284e-6,0.99929300968383,-0.999999441564516,AMF,Inf,0.5,0.001,0.9,4,0.1,0.1,1
0.955554718494675,0.999932020311787,1,0.969497066780423,-0.998818833167159,AMF,Inf,0.5,0.001,0.9,1,0.1,0.1,1
0.999992232069587,0.999999989048245,5.97162099997039e-6,0.999293004268578,-0.999999441564177,AMF,Inf,0.5,0.001,0.9,4,0.1,0.1,1
0.955450140870818,0.999932020311787,1,0.964391039526848,-0.998818833167158,AMF,Inf,0.5,0.5,0.9,1,0.1,0.1,1
0.999938633953956,0.999999989055448,2.57626663401557e-4,0.999398924712744,-0.999999441416261,AMF,Inf,0.5,0.5,0.9,4,0.1,0.1,1
0.94360174038549,0.999932020311787,1,0.961908368614408,-0.998818833167158,AMF,Inf,0.5,0.5,0.9,1,0.1,0.1,1
0.999937459337915,0.999999989048245,2.58697559201896e-4,0.999398927435282,-0.99999944141563,AMF,Inf,0.5,0.5,0.9,4,0.1,0.1,1
